frequency=10000
wave0	Time
1.431040	0.385809
1.441088	0.385812
1.436064	0.385815
1.436064	0.385817
1.436064	0.385820
1.426016	0.385822
1.431040	0.385825
1.436064	0.385828
1.431040	0.385830
1.431040	0.385833
1.431040	0.385835
1.420992	0.385838
1.431040	0.385841
1.436064	0.385843
1.426016	0.385846
1.426016	0.385848
1.431040	0.385851
1.431040	0.385854
1.431040	0.385856
1.431040	0.385859
1.436064	0.385861
1.436064	0.385864
1.431040	0.385866
1.431040	0.385869
1.431040	0.385872
1.431040	0.385874
1.436064	0.385877
1.431040	0.385879
1.436064	0.385882
1.431040	0.385884
1.420992	0.385887
1.426016	0.385890
1.426016	0.385892
1.436064	0.385895
1.436064	0.385897
1.436064	0.385900
1.436064	0.385903
1.431040	0.385905
1.426016	0.385908
1.436064	0.385910
1.431040	0.385913
1.436064	0.385916
1.431040	0.385918
1.436064	0.385921
1.436064	0.385923
1.436064	0.385926
1.431040	0.385929
1.431040	0.385931
1.436064	0.385934
1.436064	0.385936
1.436064	0.385939
1.436064	0.385942
1.436064	0.385944
1.436064	0.385946
1.436064	0.385949
1.436064	0.385951
1.431040	0.385954
1.431040	0.385957
1.426016	0.385959
1.431040	0.385962
1.436064	0.385964
1.431040	0.385967
1.431040	0.385970
1.436064	0.385972
1.441088	0.385975
1.436064	0.385977
1.436064	0.385980
1.436064	0.385982
1.426016	0.385985
1.431040	0.385988
1.436064	0.385990
1.426016	0.385993
1.436064	0.385996
1.436064	0.385998
1.436064	0.386001
1.431040	0.386003
1.431040	0.386006
1.426016	0.386009
1.441088	0.386011
1.426016	0.386014
1.426016	0.386053
1.436064	0.386057
1.431040	0.386060
1.431040	0.386063
1.441088	0.386065
1.431040	0.386068
1.436064	0.386071
1.436064	0.386073
1.431040	0.386076
1.441088	0.386079
1.436064	0.386081
1.431040	0.386084
1.436064	0.386086
1.436064	0.386089
1.436064	0.386092
1.436064	0.386094
1.431040	0.386097
1.431040	0.386099
1.436064	0.386102
1.436064	0.386105
1.436064	0.386107
1.431040	0.386110
1.420992	0.386112
1.431040	0.386115
1.431040	0.386117
1.431040	0.386120
1.431040	0.386122
1.426016	0.386125
1.426016	0.386128
1.436064	0.386130
1.441088	0.386133
1.436064	0.386136
1.436064	0.386138
1.431040	0.386141
1.431040	0.386143
1.436064	0.386146
1.436064	0.386149
1.436064	0.386151
1.441088	0.386154
1.436064	0.386156
1.436064	0.386159
1.436064	0.386161
1.426016	0.386164
1.431040	0.386166
1.431040	0.386169
1.426016	0.386172
1.431040	0.386174
1.431040	0.386177
1.420992	0.386179
1.420992	0.386182
1.431040	0.386185
1.431040	0.386187
1.436064	0.386190
1.431040	0.386192
1.436064	0.386195
1.436064	0.386197
1.431040	0.386200
1.431040	0.386203
1.431040	0.386205
1.436064	0.386208
1.431040	0.386210
1.426016	0.386213
1.431040	0.386216
1.431040	0.386218
1.436064	0.386221
1.426016	0.386223
1.431040	0.386226
1.431040	0.386229
1.426016	0.386231
1.436064	0.386234
1.426016	0.386236
1.431040	0.386239
1.436064	0.386241
1.426016	0.386244
1.436064	0.386247
1.420992	0.386249
1.431040	0.386252
1.436064	0.386254
1.426016	0.386257
1.426016	0.386259
1.436064	0.386262
1.436064	0.386264
1.431040	0.386267
1.436064	0.386270
1.436064	0.386272
1.436064	0.386275
1.431040	0.386277
1.436064	0.386280
1.426016	0.386282
1.436064	0.386285
1.420992	0.386287
1.426016	0.386290
1.436064	0.386292
1.431040	0.386295
1.431040	0.386297
1.431040	0.386300
1.431040	0.386303
1.426016	0.386305
1.436064	0.386307
1.441088	0.386310
1.426016	0.386313
1.436064	0.386315
1.431040	0.386318
1.431040	0.386320
1.426016	0.386323
1.431040	0.386326
1.426016	0.386328
1.431040	0.386331
1.431040	0.386333
1.431040	0.386336
1.436064	0.386338
1.431040	0.386341
1.431040	0.386344
1.431040	0.386346
1.431040	0.386349
1.431040	0.386351
1.426016	0.386354
1.426016	0.386356
1.431040	0.386359
1.431040	0.386362
1.436064	0.386364
1.426016	0.386367
1.431040	0.386369
1.436064	0.386372
1.436064	0.386374
1.415968	0.386377
1.436064	0.386380
1.431040	0.386382
1.431040	0.386385
1.431040	0.386388
1.431040	0.386390
1.436064	0.386393
1.431040	0.386395
1.436064	0.386398
1.426016	0.386401
1.431040	0.386403
1.426016	0.386406
1.426016	0.386408
1.431040	0.386411
1.431040	0.386413
1.436064	0.386416
1.431040	0.386419
1.431040	0.386421
1.426016	0.386424
1.436064	0.386426
1.436064	0.386429
1.436064	0.386431
1.436064	0.386434
1.436064	0.386437
1.436064	0.386439
1.420992	0.386442
1.431040	0.386444
1.431040	0.386447
1.436064	0.386449
1.431040	0.386452
1.436064	0.386454
1.431040	0.386457
1.426016	0.386460
1.431040	0.386462
1.431040	0.386465
1.426016	0.386467
1.431040	0.386470
1.431040	0.386473
1.431040	0.386475
1.431040	0.386478
1.436064	0.386480
1.431040	0.386483
1.436064	0.386486
1.436064	0.386488
1.431040	0.386491
1.436064	0.386493
1.431040	0.386496
1.431040	0.386498
1.441088	0.386501
1.431040	0.386504
1.431040	0.386506
1.431040	0.386509
1.436064	0.386511
1.431040	0.386514
1.426016	0.386516
1.431040	0.386519
1.431040	0.386521
1.426016	0.386524
1.426016	0.386526
1.431040	0.386529
1.431040	0.386532
1.436064	0.386534
1.436064	0.386537
1.431040	0.386539
1.431040	0.386542
1.431040	0.386544
1.436064	0.386547
1.431040	0.386549
1.436064	0.386552
1.436064	0.386555
1.436064	0.386557
1.431040	0.386560
1.426016	0.386562
1.436064	0.386565
1.436064	0.386567
1.426016	0.386570
1.436064	0.386573
1.431040	0.386575
1.436064	0.386578
1.426016	0.386581
1.431040	0.386583
1.426016	0.386586
1.426016	0.386588
1.431040	0.386591
1.436064	0.386593
1.436064	0.386596
1.431040	0.386599
1.436064	0.386601
1.436064	0.386604
1.436064	0.386606
1.431040	0.386609
1.431040	0.386612
1.436064	0.386614
1.436064	0.386617
1.431040	0.386619
1.426016	0.386622
1.436064	0.386625
1.431040	0.386627
1.436064	0.386630
1.426016	0.386632
1.441088	0.386635
1.426016	0.386638
1.431040	0.386640
1.431040	0.386653
1.431040	0.386656
1.436064	0.386659
1.436064	0.386662
1.436064	0.386665
1.431040	0.386668
1.431040	0.386670
1.431040	0.386673
1.426016	0.386676
1.431040	0.386678
1.431040	0.386681
1.436064	0.386684
1.431040	0.386686
1.431040	0.386689
1.431040	0.386692
1.431040	0.386695
1.431040	0.386697
1.431040	0.386700
1.431040	0.386702
1.436064	0.386705
1.426016	0.386708
1.431040	0.386710
1.420992	0.386713
1.436064	0.386716
1.436064	0.386718
1.436064	0.386721
1.431040	0.386723
1.431040	0.386726
1.436064	0.386729
1.441088	0.386731
1.436064	0.386734
1.436064	0.386736
1.431040	0.386739
1.431040	0.386742
1.436064	0.386744
1.436064	0.386747
1.436064	0.386749
1.431040	0.386752
1.431040	0.386755
1.431040	0.386757
1.431040	0.386760
1.431040	0.386762
1.431040	0.386765
1.431040	0.386768
1.431040	0.386770
1.426016	0.386773
1.420992	0.386775
1.426016	0.386778
1.426016	0.386780
1.420992	0.386783
1.431040	0.386785
1.420992	0.386788
1.426016	0.386791
1.436064	0.386793
1.431040	0.386796
1.426016	0.386798
1.441088	0.386801
1.436064	0.386804
1.431040	0.386806
1.436064	0.386809
1.436064	0.386811
1.431040	0.386814
1.431040	0.386816
1.426016	0.386819
1.431040	0.386822
1.431040	0.386824
1.436064	0.386827
1.431040	0.386829
1.426016	0.386832
1.431040	0.386834
1.436064	0.386837
1.431040	0.386840
1.436064	0.386842
1.431040	0.386845
1.436064	0.386847
1.431040	0.386850
1.426016	0.386853
1.426016	0.386855
1.436064	0.386858
1.431040	0.386860
1.431040	0.386863
1.436064	0.386865
1.426016	0.386868
1.436064	0.386871
1.436064	0.386873
1.431040	0.386876
1.431040	0.386878
1.431040	0.386881
1.431040	0.386883
1.431040	0.386886
1.436064	0.386889
1.436064	0.386891
1.431040	0.386894
1.431040	0.386896
1.436064	0.386899
1.441088	0.386902
1.431040	0.386904
1.431040	0.386907
1.436064	0.386909
1.431040	0.386912
1.436064	0.386915
1.441088	0.386917
1.431040	0.386920
1.426016	0.386922
1.431040	0.386925
1.431040	0.386927
1.441088	0.386930
1.436064	0.386933
1.431040	0.386935
1.431040	0.386938
1.431040	0.386940
1.426016	0.386943
1.431040	0.386945
1.431040	0.386948
1.426016	0.386950
1.436064	0.386953
1.436064	0.386956
1.431040	0.386958
1.436064	0.386961
1.436064	0.386963
1.436064	0.386966
1.431040	0.386969
1.420992	0.386971
1.426016	0.386975
1.431040	0.386980
1.436064	0.386985
1.431040	0.386989
1.436064	0.386994
1.436064	0.387001
1.436064	0.387006
1.436064	0.387011
1.426016	0.387016
1.431040	0.387021
1.431040	0.387026
1.431040	0.387031
1.436064	0.387036
1.431040	0.387042
1.436064	0.387047
1.436064	0.387052
1.436064	0.387057
1.436064	0.387063
1.431040	0.387069
1.431040	0.387074
1.441088	0.387080
1.441088	0.387085
1.441088	0.387091
1.436064	0.387095
1.441088	0.387100
1.436064	0.387104
1.431040	0.387111
1.436064	0.387114
1.436064	0.387116
1.436064	0.387119
1.436064	0.387122
1.426016	0.387124
1.431040	0.387127
1.431040	0.387130
1.431040	0.387132
1.436064	0.387135
1.436064	0.387138
1.436064	0.387140
1.436064	0.387143
1.426016	0.387145
1.431040	0.387148
1.431040	0.387151
1.426016	0.387154
1.426016	0.387156
1.420992	0.387159
1.431040	0.387161
1.431040	0.387164
1.431040	0.387167
1.436064	0.387169
1.415968	0.387172
1.431040	0.387174
1.426016	0.387177
1.431040	0.387180
1.426016	0.387183
1.431040	0.387185
1.436064	0.387188
1.436064	0.387191
1.436064	0.387193
1.436064	0.387196
1.431040	0.387198
1.426016	0.387201
1.426016	0.387204
1.431040	0.387206
1.431040	0.387209
1.436064	0.387211
1.436064	0.387214
1.426016	0.387216
1.426016	0.387219
1.426016	0.387221
1.436064	0.387224
1.431040	0.387226
1.431040	0.387229
1.436064	0.387232
1.436064	0.387234
1.431040	0.387237
1.436064	0.387240
1.436064	0.387242
1.436064	0.387245
1.436064	0.387247
1.426016	0.387250
1.431040	0.387253
1.426016	0.387255
1.426016	0.387258
1.431040	0.387261
1.420992	0.387263
1.431040	0.387266
1.431040	0.387268
1.436064	0.387271
1.431040	0.387274
1.436064	0.387276
1.431040	0.387279
1.431040	0.387281
1.431040	0.387284
1.441088	0.387287
1.431040	0.387290
1.431040	0.387292
1.436064	0.387295
1.426016	0.387297
1.441088	0.387300
1.426016	0.387303
1.436064	0.387305
1.431040	0.387308
1.436064	0.387310
1.436064	0.387313
1.436064	0.387329
1.426016	0.387332
1.431040	0.387335
1.426016	0.387338
1.431040	0.387341
1.431040	0.387344
1.436064	0.387346
1.436064	0.387349
1.436064	0.387352
1.436064	0.387354
1.431040	0.387357
1.426016	0.387360
1.436064	0.387362
1.431040	0.387365
1.431040	0.387368
1.436064	0.387370
1.431040	0.387373
1.436064	0.387376
1.436064	0.387378
1.431040	0.387381
1.415968	0.387383
1.431040	0.387386
1.436064	0.387389
1.431040	0.387391
1.431040	0.387394
1.431040	0.387397
1.426016	0.387399
1.431040	0.387402
1.426016	0.387405
1.436064	0.387407
1.436064	0.387410
1.431040	0.387412
1.431040	0.387415
1.431040	0.387418
1.436064	0.387420
1.436064	0.387423
1.431040	0.387426
1.436064	0.387428
1.441088	0.387431
1.436064	0.387433
1.431040	0.387436
1.431040	0.387439
1.426016	0.387441
1.431040	0.387444
1.431040	0.387447
1.426016	0.387449
1.436064	0.387452
1.431040	0.387454
1.436064	0.387457
1.436064	0.387460
1.436064	0.387462
1.436064	0.387465
1.431040	0.387467
1.436064	0.387470
1.431040	0.387473
1.431040	0.387475
1.431040	0.387478
1.436064	0.387480
1.431040	0.387483
1.436064	0.387486
1.436064	0.387488
1.436064	0.387491
1.436064	0.387493
1.431040	0.387496
1.431040	0.387499
1.426016	0.387501
1.431040	0.387504
1.431040	0.387506
1.436064	0.387509
1.426016	0.387512
1.431040	0.387514
1.431040	0.387517
1.431040	0.387519
1.431040	0.387522
1.431040	0.387525
1.431040	0.387527
1.436064	0.387530
1.436064	0.387532
1.436064	0.387535
1.436064	0.387538
1.431040	0.387540
1.436064	0.387543
1.431040	0.387546
1.431040	0.387548
1.436064	0.387551
1.431040	0.387553
1.431040	0.387556
1.436064	0.387558
1.436064	0.387561
1.431040	0.387564
1.426016	0.387566
1.426016	0.387569
1.431040	0.387571
1.431040	0.387578
1.426016	0.387581
1.420992	0.387584
1.436064	0.387586
1.436064	0.387589
1.436064	0.387591
1.436064	0.387594
1.431040	0.387596
1.436064	0.387599
1.436064	0.387602
1.436064	0.387605
1.436064	0.387607
1.436064	0.387610
1.431040	0.387612
1.431040	0.387615
1.431040	0.387618
1.431040	0.387620
1.436064	0.387623
1.431040	0.387626
1.426016	0.387628
1.426016	0.387631
1.420992	0.387633
1.420992	0.387636
1.420992	0.387639
1.436064	0.387641
1.431040	0.387644
1.431040	0.387646
1.426016	0.387649
1.436064	0.387652
1.431040	0.387654
1.436064	0.387657
1.431040	0.387659
1.436064	0.387662
1.431040	0.387664
1.436064	0.387667
1.426016	0.387670
1.426016	0.387672
1.436064	0.387675
1.436064	0.387678
1.436064	0.387680
1.431040	0.387683
1.431040	0.387686
1.431040	0.387688
1.431040	0.387691
1.426016	0.387693
1.431040	0.387696
1.431040	0.387698
1.431040	0.387701
1.436064	0.387703
1.436064	0.387706
1.436064	0.387709
1.441088	0.387711
1.431040	0.387714
1.436064	0.387716
1.431040	0.387719
1.431040	0.387722
1.436064	0.387724
1.431040	0.387727
1.431040	0.387729
1.436064	0.387732
1.431040	0.387734
1.431040	0.387737
1.436064	0.387740
1.441088	0.387742
1.431040	0.387745
1.436064	0.387747
1.431040	0.387750
1.431040	0.387753
1.426016	0.387755
1.431040	0.387758
1.426016	0.387760
1.426016	0.387763
1.431040	0.387766
1.436064	0.387768
1.436064	0.387771
1.431040	0.387773
1.441088	0.387776
1.431040	0.387779
1.426016	0.387781
1.436064	0.387784
1.431040	0.387786
1.431040	0.387789
1.426016	0.387792
1.431040	0.387794
1.431040	0.387797
1.436064	0.387799
1.431040	0.387802
1.431040	0.387804
1.436064	0.387807
1.436064	0.387810
1.420992	0.387812
1.436064	0.387815
1.426016	0.387817
1.431040	0.387820
1.420992	0.387823
1.436064	0.387825
1.431040	0.387828
1.436064	0.387830
1.436064	0.387833
1.431040	0.387836
1.436064	0.387838
1.436064	0.387841
1.426016	0.387843
1.431040	0.387846
1.436064	0.387848
1.431040	0.387851
1.431040	0.387854
1.436064	0.387856
1.436064	0.387859
1.431040	0.387861
1.431040	0.387864
1.426016	0.387866
1.426016	0.387869
1.426016	0.387871
1.431040	0.387874
1.426016	0.387877
1.426016	0.387879
1.436064	0.387882
1.436064	0.387884
1.431040	0.387887
1.426016	0.387890
1.436064	0.387892
1.431040	0.387895
1.436064	0.387897
1.426016	0.387900
1.436064	0.387902
1.436064	0.387905
1.431040	0.387907
1.431040	0.387910
1.436064	0.387913
1.436064	0.387915
1.436064	0.387918
1.436064	0.387920
1.431040	0.387923
1.436064	0.387925
1.431040	0.387938
1.436064	0.387941
1.431040	0.387944
1.426016	0.387947
1.431040	0.387949
1.431040	0.387952
1.436064	0.387955
1.436064	0.387958
1.431040	0.387960
1.426016	0.387963
1.431040	0.387965
1.436064	0.387968
1.436064	0.387971
1.431040	0.387973
1.436064	0.387976
1.436064	0.387978
1.431040	0.387981
1.426016	0.387984
1.426016	0.387986
1.436064	0.387989
1.436064	0.387992
1.436064	0.387994
1.426016	0.387997
1.426016	0.387999
1.426016	0.388002
1.431040	0.388005
1.426016	0.388007
1.436064	0.388010
1.431040	0.388012
1.436064	0.388015
1.431040	0.388018
1.431040	0.388020
1.436064	0.388023
1.436064	0.388025
1.436064	0.388028
1.436064	0.388031
1.436064	0.388033
1.436064	0.388036
1.436064	0.388038
1.426016	0.388041
1.431040	0.388043
1.431040	0.388046
1.431040	0.388048
1.431040	0.388051
1.436064	0.388054
1.431040	0.388056
1.436064	0.388059
1.436064	0.388061
1.431040	0.388064
1.436064	0.388067
1.431040	0.388069
1.436064	0.388072
1.431040	0.388075
1.436064	0.388077
1.436064	0.388080
1.436064	0.388082
1.431040	0.388085
1.436064	0.388087
1.431040	0.388090
1.426016	0.388093
1.436064	0.388095
1.431040	0.388098
1.436064	0.388100
1.431040	0.388103
1.420992	0.388106
1.431040	0.388108
1.431040	0.388111
1.431040	0.388113
1.431040	0.388116
1.436064	0.388118
1.436064	0.388121
1.431040	0.388124
1.426016	0.388126
1.431040	0.388129
1.426016	0.388131
1.436064	0.388134
1.436064	0.388137
1.431040	0.388139
1.436064	0.388142
1.436064	0.388144
1.436064	0.388147
1.436064	0.388149
1.431040	0.388152
1.436064	0.388154
1.431040	0.388159
1.431040	0.388165
1.431040	0.388171
1.436064	0.388176
1.426016	0.388182
1.426016	0.388188
1.431040	0.388202
1.431040	0.388208
1.431040	0.388214
1.436064	0.388219
1.441088	0.388223
1.436064	0.388228
1.431040	0.388235
1.431040	0.388238
1.436064	0.388250
1.436064	0.388252
1.436064	0.388255
1.436064	0.388257
1.436064	0.388259
1.431040	0.388262
1.436064	0.388264
1.436064	0.388266
1.436064	0.388268
1.431040	0.388271
1.426016	0.388273
1.436064	0.388275
1.436064	0.388278
1.431040	0.388280
1.431040	0.388282
1.426016	0.388285
1.436064	0.388287
1.431040	0.388289
1.426016	0.388291
1.431040	0.388294
1.431040	0.388296
1.431040	0.388298
1.431040	0.388300
1.436064	0.388303
1.436064	0.388305
1.436064	0.388308
1.436064	0.388310
1.431040	0.388312
1.436064	0.388314
1.436064	0.388317
1.436064	0.388319
1.431040	0.388321
1.431040	0.388323
1.431040	0.388326
1.431040	0.388328
1.431040	0.388330
1.436064	0.388333
1.431040	0.388335
1.426016	0.388337
1.420992	0.388340
1.431040	0.388342
1.431040	0.388344
1.431040	0.388347
1.431040	0.388349
1.426016	0.388351
1.431040	0.388353
1.431040	0.388356
1.426016	0.388358
1.426016	0.388360
1.431040	0.388362
1.426016	0.388365
1.431040	0.388367
1.436064	0.388369
1.436064	0.388371
1.436064	0.388374
1.436064	0.388376
1.436064	0.388378
1.431040	0.388381
1.426016	0.388383
1.426016	0.388385
1.426016	0.388387
1.426016	0.388390
1.426016	0.388392
1.431040	0.388394
1.426016	0.388397
1.426016	0.388399
1.431040	0.388401
1.431040	0.388404
1.436064	0.388406
1.420992	0.388408
1.426016	0.388410
1.431040	0.388413
1.431040	0.388415
1.431040	0.388417
1.431040	0.388419
1.426016	0.388422
1.426016	0.388424
1.436064	0.388426
1.431040	0.388429
1.431040	0.388431
1.431040	0.388433
1.431040	0.388435
1.436064	0.388438
1.420992	0.388440
1.436064	0.388442
1.431040	0.388445
1.436064	0.388447
1.426016	0.388449
1.436064	0.388451
1.441088	0.388454
1.436064	0.388456
1.431040	0.388458
1.431040	0.388460
1.436064	0.388463
1.426016	0.388465
1.436064	0.388467
1.431040	0.388470
1.436064	0.388472
1.431040	0.388474
1.426016	0.388476
1.426016	0.388479
1.441088	0.388481
1.436064	0.388483
1.431040	0.388485
1.431040	0.388488
1.426016	0.388490
1.431040	0.388492
1.431040	0.388494
1.431040	0.388497
1.431040	0.388499
1.426016	0.388501
1.436064	0.388504
1.436064	0.388506
1.431040	0.388508
1.431040	0.388510
1.426016	0.388513
1.436064	0.388515
1.431040	0.388517
1.436064	0.388519
1.431040	0.388522
1.431040	0.388524
1.431040	0.388526
1.436064	0.388529
1.431040	0.388531
1.431040	0.388533
1.431040	0.388535
1.431040	0.388538
1.431040	0.388540
1.426016	0.388542
1.426016	0.388555
1.431040	0.388558
1.436064	0.388560
1.436064	0.388563
1.436064	0.388565
1.436064	0.388568
1.436064	0.388570
1.431040	0.388573
1.431040	0.388575
1.436064	0.388577
1.436064	0.388579
1.431040	0.388582
1.431040	0.388584
1.431040	0.388586
1.436064	0.388589
1.415968	0.388591
1.436064	0.388593
1.436064	0.388595
1.426016	0.388598
1.426016	0.388600
1.436064	0.388602
1.431040	0.388605
1.431040	0.388607
1.431040	0.388609
1.436064	0.388611
1.426016	0.388614
1.431040	0.388616
1.431040	0.388618
1.431040	0.388621
1.426016	0.388623
1.436064	0.388625
1.436064	0.388627
1.436064	0.388630
1.436064	0.388632
1.431040	0.388634
1.436064	0.388637
1.431040	0.388639
1.436064	0.388641
1.436064	0.388643
1.431040	0.388646
1.436064	0.388648
1.436064	0.388650
1.436064	0.388652
1.436064	0.388655
1.431040	0.388657
1.426016	0.388659
1.431040	0.388662
1.426016	0.388664
1.426016	0.388666
1.436064	0.388668
1.436064	0.388670
1.431040	0.388673
1.436064	0.388675
1.431040	0.388677
1.436064	0.388679
1.436064	0.388682
1.436064	0.388684
1.436064	0.388686
1.431040	0.388688
1.436064	0.388691
1.431040	0.388693
1.436064	0.388695
1.436064	0.505551
1.436064	0.505566
1.436064	0.505570
1.436064	0.505572
1.436064	0.505575
1.431040	0.505578
1.436064	0.505581
1.431040	0.505583
1.436064	0.505586
1.431040	0.505589
1.431040	0.505591
1.436064	0.505594
1.431040	0.505597
1.431040	0.505599
1.431040	0.505602
1.436064	0.505605
1.436064	0.505607
1.431040	0.505610
1.436064	0.505613
1.436064	0.505615
1.431040	0.505618
1.436064	0.505621
1.436064	0.505623
1.436064	0.505626
1.436064	0.505628
1.426016	0.505631
1.426016	0.505634
1.436064	0.505636
1.431040	0.505639
1.431040	0.505641
1.431040	0.505644
1.436064	0.505647
1.431040	0.505649
1.431040	0.505652
1.431040	0.505654
1.431040	0.505657
1.431040	0.505660
1.436064	0.505662
1.436064	0.505665
1.431040	0.505668
1.426016	0.505670
1.431040	0.505673
1.431040	0.505676
1.436064	0.505678
1.436064	0.505681
1.431040	0.505683
1.436064	0.505686
1.436064	0.505689
1.426016	0.505691
1.436064	0.505694
1.431040	0.505696
1.436064	0.505699
1.436064	0.505701
1.436064	0.505704
1.431040	0.505707
1.436064	0.505709
1.426016	0.505712
1.436064	0.505714
1.436064	0.505717
1.431040	0.505719
1.431040	0.505722
1.431040	0.505725
1.436064	0.505727
1.431040	0.505730
1.431040	0.505732
1.431040	0.505735
1.431040	0.505738
1.431040	0.505740
1.431040	0.505743
1.431040	0.505745
1.431040	0.505748
1.431040	0.505750
1.431040	0.505753
1.431040	0.505756
1.426016	0.505758
1.431040	0.505761
1.436064	0.505763
1.436064	0.505766
1.436064	0.505769
1.436064	0.505771
1.436064	0.505774
1.436064	0.505776
1.426016	0.505779
1.431040	0.505781
1.431040	0.505784
1.436064	0.505787
1.436064	0.505789
1.436064	0.505792
1.436064	0.505794
1.431040	0.505797
1.436064	0.505800
1.436064	0.505802
1.436064	0.505805
1.436064	0.505807
1.431040	0.505810
1.426016	0.505812
1.431040	0.505815
1.436064	0.505817
1.436064	0.505820
1.431040	0.505823
1.436064	0.505825
1.436064	0.505828
1.436064	0.505830
1.431040	0.505833
1.431040	0.505835
1.436064	0.505838
1.436064	0.505841
1.436064	0.505843
1.431040	0.505846
1.431040	0.505848
1.431040	0.505851
1.436064	0.505854
1.436064	0.505856
1.431040	0.505859
1.436064	0.505861
1.431040	0.505864
1.431040	0.505867
1.436064	0.505869
1.431040	0.505872
1.436064	0.505874
1.431040	0.505877
1.431040	0.505880
1.436064	0.505882
1.436064	0.505885
1.436064	0.505887
1.431040	0.505890
1.431040	0.505892
1.436064	0.505895
1.426016	0.505898
1.436064	0.505900
1.431040	0.505903
1.431040	0.505905
1.436064	0.505908
1.431040	0.505910
1.431040	0.505913
1.436064	0.505915
1.436064	0.505918
1.431040	0.505921
1.431040	0.505923
1.431040	0.505926
1.436064	0.505928
1.426016	0.505931
1.426016	0.505933
1.426016	0.505936
1.431040	0.505939
1.426016	0.505941
1.426016	0.505944
1.431040	0.505946
1.431040	0.505949
1.431040	0.505951
1.436064	0.505954
1.431040	0.505956
1.431040	0.505959
1.420992	0.505961
1.426016	0.505964
1.431040	0.505967
1.420992	0.505969
1.436064	0.505972
1.431040	0.505974
1.431040	0.505977
1.436064	0.505979
1.431040	0.505982
1.426016	0.505984
1.426016	0.505987
1.431040	0.505990
1.426016	0.505992
1.426016	0.505995
1.426016	0.505997
1.431040	0.506000
1.431040	0.506002
1.436064	0.506005
1.431040	0.506008
1.431040	0.506010
1.436064	0.506013
1.431040	0.506015
1.436064	0.506018
1.436064	0.506020
1.431040	0.506023
1.426016	0.506026
1.431040	0.506028
1.426016	0.506031
1.431040	0.506033
1.431040	0.506036
1.431040	0.506038
1.426016	0.506041
1.431040	0.506044
1.436064	0.506046
1.420992	0.506049
1.431040	0.506051
1.436064	0.506054
1.426016	0.506056
1.431040	0.506059
1.431040	0.506062
1.441088	0.506064
1.436064	0.506067
1.436064	0.506069
1.436064	0.506072
1.436064	0.506075
1.436064	0.506077
1.436064	0.506080
1.436064	0.506082
1.436064	0.506085
1.436064	0.506087
1.426016	0.506090
1.426016	0.506092
1.431040	0.506095
1.426016	0.506097
1.431040	0.506100
1.436064	0.506103
1.436064	0.506105
1.436064	0.506108
1.431040	0.506110
1.436064	0.506113
1.426016	0.506116
1.426016	0.506118
1.426016	0.506121
1.436064	0.506123
1.431040	0.506126
1.436064	0.506128
1.431040	0.506131
1.436064	0.506133
1.436064	0.506136
1.436064	0.506139
1.431040	0.506141
1.436064	0.506144
1.431040	0.506146
1.436064	0.506149
1.431040	0.506151
1.431040	0.506191
1.436064	0.506194
1.431040	0.506197
1.431040	0.506200
1.431040	0.506202
1.436064	0.506205
1.436064	0.506208
1.426016	0.506210
1.420992	0.506213
1.431040	0.506216
1.436064	0.506219
1.431040	0.506221
1.436064	0.506224
1.436064	0.506226
1.431040	0.506229
1.431040	0.506232
1.431040	0.506234
1.431040	0.506237
1.431040	0.506239
1.436064	0.506242
1.431040	0.506245
1.436064	0.506247
1.431040	0.506250
1.441088	0.506252
1.431040	0.506255
1.420992	0.506258
1.431040	0.506260
1.431040	0.506263
1.436064	0.506266
1.436064	0.506268
1.436064	0.506271
1.436064	0.506273
1.436064	0.506276
1.436064	0.506279
1.431040	0.506281
1.436064	0.506284
1.436064	0.506286
1.431040	0.506289
1.441088	0.506292
1.431040	0.506294
1.436064	0.506297
1.431040	0.506299
1.436064	0.506302
1.431040	0.506305
1.436064	0.506307
1.431040	0.506310
1.436064	0.506313
1.431040	0.506315
1.436064	0.506318
1.431040	0.506320
1.431040	0.506323
1.436064	0.506326
1.436064	0.506328
1.431040	0.506331
1.436064	0.506334
1.431040	0.506336
1.431040	0.506339
1.441088	0.506341
1.436064	0.506344
1.441088	0.506347
1.436064	0.506349
1.436064	0.506352
1.436064	0.506354
1.431040	0.506357
1.431040	0.506360
1.436064	0.506362
1.436064	0.506365
1.431040	0.506367
1.436064	0.506370
1.436064	0.506373
1.436064	0.506375
1.426016	0.506378
1.436064	0.506381
1.436064	0.506383
1.431040	0.506386
1.436064	0.506388
1.436064	0.506391
1.436064	0.506394
1.436064	0.506396
1.441088	0.506399
1.431040	0.506401
1.431040	0.506404
1.436064	0.506406
1.436064	0.506409
1.431040	0.506412
1.431040	0.506414
1.431040	0.506417
1.436064	0.506419
1.436064	0.506422
1.431040	0.506425
1.431040	0.506427
1.436064	0.506430
1.436064	0.506432
1.431040	0.506435
1.426016	0.506437
1.426016	0.506440
1.426016	0.506443
1.431040	0.506445
1.441088	0.506448
1.426016	0.506450
1.426016	0.506453
1.431040	0.506455
1.436064	0.506458
1.431040	0.506461
1.431040	0.506463
1.436064	0.506466
1.436064	0.506468
1.436064	0.506471
1.436064	0.506474
1.436064	0.506476
1.431040	0.506479
1.436064	0.506481
1.431040	0.506484
1.431040	0.506487
1.431040	0.506489
1.436064	0.506492
1.431040	0.506494
1.431040	0.506497
